0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
207.40818939424253,718.4313026807664,1357.7084345462342,2113.9243167704435,2766.6981258716028,3397.3310321359304,3871.7701988753456,4419.620722710249,5354.265789160717,6959.087613120384,9297.14512506461,12171.651023896944,14856.837177791425,16679.31079764253,17494.333393411664,17787.364968866015,18769.713345236025,21174.45411100771,24316.126535199164,27469.59107509692,30041.575633659966,32205.42955122294,34190.524268962894,35869.593419649704,36554.605860082745,35813.71314116292,33269.03613639196,30069.916226204183,27300.535329424667,24901.653644317175,22186.53058206232,18959.516102247064,15497.035811636726,12085.08626675897,8764.891705044063,5433.529686377269,2029.1422564557847,1415.7598329038733,4792.217322832747,7975.07139279201,10865.286599790912,13394.116941389098,15455.140439958903,16972.589746870348,17913.218828506317,17763.58725392022,17107.981131535154,16077.601771733007,14850.568648008888,13640.910059649868,12676.756172610836,12018.438222381355,11715.837442049891,11760.112847408609,12133.03761958171,12323.456773687534,13156.61167863329,14648.745242161087,16681.309421160506,18938.636374201233,20954.918428034827,22263.655384665435,22541.60866775141,21671.370829353975,19728.0598391214,17315.623884289707,14237.323660550948,11065.834559656372,7950.98047869871,5325.440966995387,3393.784070003036,2106.8372890783226,1258.62010366502,621.4302246984049,0.0
1111.2583036790857,2045.8774168218506,3158.9087997033525,4509.8791130947275,6374.18345802656,8618.523933206212,11363.279553276849,14221.52065187383,16325.238055547241,17013.737292550155,16191.499280029919,14952.06962985147,15482.801655114818,19744.998961458026,27024.143548729906,33553.28073873753,36033.46437158237,33649.462746817524,27674.877585067214,20844.936284595406,14059.68625270315,6256.0311987587265,1483.563413459521,6887.772387567814,7315.760155831085,2376.415378965646,5523.503202759627,12156.92791706786,15826.938740454287,17391.739732470767,17494.565075363866,17793.2675417491,18156.889456446377,18350.50363858013,18799.221499308416,20250.32285720396,23075.48721711008,26977.621798186567,31327.89446063686,35571.601458511104,39357.67484489876,42489.53623304689,44904.61458081842,46636.01385280049,47739.57944095759,46968.788698722004,45659.424200701964,43916.950466074486,41949.72486797219,40062.66167436134,38382.62276539694,37184.57777118615,36482.418093805434,36251.156720535066,36531.61503939426,36464.18212770186,37598.97229996918,39853.368721746825,42830.85483854769,45857.64820038491,48188.902207132676,49225.81748639442,48627.01143321803,46313.957903742325,42422.486733252015,37643.80098493891,31958.947145630475,26128.75151674725,20510.11387964907,15608.954676487572,11467.737583563852,8059.884148203799,5113.184377899138,2495.3611843949507,0.0
1470.1967428023765,3547.9853629411637,6096.2780124421015,8816.30509697211,11310.389597036961,13277.653494488815,14654.117274887656,15844.556178786816,17565.4240979914,20382.488761028304,24070.330345547394,28285.12124379916,31869.36845836756,33662.820810993566,33794.79720525111,33903.80952666749,36366.82765890064,41917.25154949104,49293.18914224634,56763.63571084319,62909.222148733155,68586.46890306108,73600.35021001163,77073.25422498988,77805.52806705837,74981.63266720716,69231.45917676017,63184.98329434802,58483.000873255434,54799.72385234983,50552.143313186796,45550.13551047935,40070.928873236866,34364.77550106378,28347.91715017708,21869.938086526196,14971.224172554541,7969.602281781895,1332.1767437238561,4531.092121297675,9394.791920196609,13202.043454001354,15998.021302613273,17896.70975133006,19014.152723967647,18744.901093605826,17993.54996922613,16987.2238593328,15982.251089868349,15188.816586278796,14955.807092302108,15000.537856289586,15267.197636035322,15730.57858219693,16451.24051203748,17126.2584799984,18644.97518117005,20996.82736427013,23928.50891665903,26924.43179151027,29342.543733988343,30622.355868190705,30441.603265224425,28772.016843491598,25810.757890079738,22263.074503829557,18035.1075980516,13771.37060117821,9850.638336680538,6742.4185992138055,4469.121374967955,2960.566298858813,1886.9991988707645,963.9837775212711,0.0
798.0134341708077,1956.4021686043984,3316.570111374739,4812.59860360903,6289.790799082606,7746.04088526889,9099.739910077531,10631.797639715933,12934.908684003774,16346.762549775916,20688.564182102273,25240.357924327127,28483.818498373912,29289.38100638465,28168.151803905326,27444.117652542842,29694.731026047626,35509.47077022215,43570.113628617866,51918.961041754126,59084.458737122775,65698.20421865078,71401.582753694,74675.51354346344,74397.43590395214,70357.77137574239,63619.92722591729,57005.539368542195,52103.021306726834,48457.8777669272,44533.527015903644,39917.96461478003,34813.78414620923,29451.218742550896,23738.62605644916,17503.557564607774,10749.773064618394,3738.1315205101014,3104.6345708332974,9374.667846476646,14810.412274124472,19270.992507114035,22729.6799423625,25210.49799080348,26784.01483428967,26460.87733465858,25482.876549696342,24141.828960607723,22791.27067174791,21749.14160780723,21359.841813059786,21430.177642163704,21857.15238689392,22556.441329253117,23560.312812724413,24101.748155120004,25627.58030718193,28141.209562490218,31363.42635222089,34711.0345985997,37474.8599001073,39065.37048365841,39142.977850632116,37620.284643871746,34621.38071353653,30804.116621654917,26099.751246670432,21182.592925857687,16374.698820953525,12200.129506533307,8783.39018015497,6093.936446619218,3869.4490914629837,1909.8088930914246,0.0
837.7043487235668,2115.626452347374,3737.021052778999,5543.280899247493,7244.321770799189,8640.242714022594,9580.718787065656,10287.795895223617,11322.05731642113,13170.788698179247,15945.248062313587,19406.87228947455,22501.53413890752,24103.405297381727,23841.58701004093,22646.04218103585,22747.11910635414,25325.889183729087,29570.58825935945,34450.8204135284,38480.475394927176,42031.1302051731,45617.37276540487,48463.90260051833,49472.22080513231,47936.55585467639,43380.45321933812,37934.98644928945,33378.90917457766,29697.46410548133,25684.06127545355,21120.893307451814,16277.243495598801,11423.627853861439,6436.979558812971,1011.8843914451502,5016.055963121601,11504.686105554107,18065.1509163555,24237.52024674428,29646.09931294912,34050.172118940834,37374.41120200326,39639.27665900204,40935.97724791955,40088.23854632659,38632.632563104075,36902.61631989866,35285.38500151636,34102.534212427745,33537.392932685245,33423.99229226984,33605.07384770219,33982.04099288513,34620.37200758701,34831.74161382427,36151.104281963504,38536.30523097617,41610.57855565069,44703.12972950987,47059.6982614901,48073.49893056329,47410.525019700595,45005.40877316456,41008.266142113476,36145.12425437945,30428.950360874027,24635.613729127836,19159.21186234923,14499.261811135964,10622.085678823056,7494.381332540811,4801.14887600056,2380.066700662886,0.0
1622.8140651972644,3862.132409788854,6467.102654939927,9352.773153080561,12206.48719104842,15055.698342758371,17687.37602100989,20353.182966375713,23565.025611951995,27609.428663737297,32368.00053212203,37539.17918332776,42014.30989279009,44772.1021033133,45811.19259056594,46438.21772463585,48735.92099810082,53563.04318047922,59914.59819490128,66283.73376597025,70923.96125397098,74621.29355371303,77321.43417432749,78109.37120402741,76276.05450272287,71579.23695369773,64257.69815543595,56660.572131513116,50459.77086268109,45518.84105773602,40193.291749558746,34615.59136460046,29016.44553878917,23635.011091377044,18338.146286468058,12813.124006716236,6857.490730497062,526.4842090060284,5923.346795171901,12167.960200606663,17919.881220374198,22933.1815781304,27090.473866998185,30303.70954277561,32558.792901120447,32615.00520957341,31855.00344611913,30515.146838921577,28947.85018870429,27546.906003839133,26902.089193671938,26781.99510374117,27102.098703161024,27758.18204736815,28757.41932496467,29284.24495802497,30816.532308722875,33294.773322280496,36381.369786112395,39475.98929495246,41892.660011682456,43081.507028472195,42742.69655948011,40810.791776775,37416.49331057139,33236.04273121967,28248.52249191023,23150.22928695054,18211.12809034355,13868.065498715598,10201.773197588436,7166.984741692106,4553.645339572165,2223.5759124249685,0.0
1577.8257804982986,3621.0681484714064,5984.9854151591935,8555.95163048961,11099.79616779011,13552.064372022875,15860.57336273603,18345.747659887387,21479.268377188542,25585.50386349134,30473.36552836617,35679.197194631306,40024.830178500444,42607.66205487867,43799.7289044719,45319.238766616625,49321.11704456545,56236.40727604968,64620.48540564886,72757.07338286334,79235.63961258164,84608.82726691423,88744.82418116667,90763.4638443266,89777.36272020369,85543.97993326964,78905.82150731634,72431.39258131883,67605.58260669994,63968.45037592697,59522.044868634075,54407.997722648455,48823.46896952487,43002.454394377484,36905.06160147695,30422.38885864652,23623.943635015363,16808.95421170785,10385.444611274863,4681.819036285439,143.7933789322443,4087.1085497427016,7176.406137288537,9513.786094302823,11201.461469789463,11300.640274106398,10988.73340518569,10479.719831593215,10025.217244032268,9863.36094971918,10352.172992483587,11248.099563372181,12516.80789632834,14122.811880628382,16082.429218975312,17778.59160703077,20315.871732153388,23578.577656642618,27229.491766739764,30726.30091437398,33464.34402914431,34952.2854458213,34916.656376009225,33325.04701258241,30358.176648805198,26731.60679269202,22372.497624370524,17938.68006563155,13711.572498059253,10121.166413977,7225.292793539006,4981.372781395032,3157.6192108416108,1554.5685854991607,0.0
806.5507745708132,2134.818754715084,3755.734314861092,5596.692082275067,7322.374255169794,8940.818432731667,10305.101637752134,11778.87683373715,13899.930657128933,17066.857708500116,21152.78335292423,25750.49978876853,29728.448664582706,32101.46723824527,32891.72883020272,33336.53464312762,35450.20612925977,39976.25913343121,45797.118074873564,51607.76400555775,56137.53350940822,60054.04270546268,63435.727689103056,65652.26784386925,65703.33395936458,63129.13706807368,57905.17517516881,52166.095919425,47359.94486983887,43239.77944148147,38557.93896247181,33162.528160809576,27384.767096196327,21553.390760347746,15627.588680064795,9383.249465187759,2713.2098794334424,4237.726989777357,11126.811492799327,17571.27036796753,23270.1592385494,28055.519934380332,31823.588193544336,34574.955566728066,36364.986359758506,35965.82007886262,34918.80613116418,33537.55837718299,32194.30961498801,31213.295591033406,30828.85378366953,30868.436920686192,31230.19972491967,31868.822555384566,32872.691451957435,33620.76973621653,35514.697015656966,38434.241217543524,41921.27681338569,45253.442367229894,47670.76723693346,48594.683344238816,47733.868539885276,45068.68232242542,40800.58341395594,35704.22443248109,29833.3335648552,23974.641313601096,18550.98903857266,14016.11391677191,10267.614448306394,7254.274118635662,4670.448241050806,2322.1034501362146,0.0
1139.339099349601,2657.544482535634,4466.184069500167,6437.166429044616,8394.48210891005,10192.781030666785,11765.082550856752,13360.611397397548,15543.405786294872,18730.094967241672,22828.52422806538,27206.605964333172,30308.14776581483,30636.80732376266,28154.404368594307,25205.6195021872,25085.060726158834,28883.60728731047,35568.81262652478,43162.67731557417,49581.73385101858,55968.0558664418,62004.85365913692,66276.04419149051,67439.49160382562,64453.93411335853,57951.83761729525,51075.670520684995,45860.2672096525,42063.501714083344,38216.177771042756,33868.67866841676,29167.01855823458,24292.934373874785,19076.245759243626,13245.385619149629,6754.732367865834,101.99743480274746,6809.952538103836,12863.368139827002,17928.35482728403,21847.817381715373,24623.466297546413,26358.744957972922,27214.204417228768,26275.50523556401,24949.29993450938,23575.143246630323,22480.22161938756,21886.576935524536,21987.49609642636,22498.404380417367,23271.24634598787,24242.703144217525,25508.01977585637,26530.63331969649,28644.372821360696,31791.223973942982,35572.72830505278,39291.54272913271,42185.167385064924,43659.70678106201,43388.788467588485,41332.143260228004,37706.4078781121,33175.87486866671,27807.959076668794,22224.93009714119,17029.150734184914,12794.9080531927,9306.576973641611,6641.602204558117,4369.114123446715,2248.8038083905867,0.0
928.3532980822516,2231.777737267304,3919.5859998412348,5956.860932760488,8203.904505547132,10480.127494278157,12556.720064828218,14437.729702065559,16561.83987727431,19264.260206069215,22688.860239180372,26472.372535606766,29555.764348898614,30890.02414397761,30228.497835927734,28695.315482569848,28531.459358980446,30924.9775769171,35129.672959673815,40040.796303766154,43882.373806459356,47265.848850075716,50481.30894077065,52722.795127533565,53066.603991118725,50901.693108613516,46073.03648454053,40735.67668085207,36568.83984412271,33505.78568167126,30401.285761418247,26973.684520831397,23411.34835959302,19953.12716662578,16434.100033251296,12477.925792012455,7835.978701934287,2588.3571578035003,2931.1591606356656,8331.399481327038,13289.801970638848,17572.70081084403,21083.392809399724,23796.70883356688,25745.302472247466,25798.33839281935,25283.848638474814,24424.91215357165,23513.897904031997,22846.502127396736,22771.431751642976,23133.21684207654,23850.037054104065,24847.618521144985,26157.828271148894,27091.25574771809,28983.50461061785,31728.530431714305,34952.74284510783,38060.1048175528,40399.383095491445,41448.077153641,40918.689509334705,38774.31784832002,35194.042428542976,30921.953523041433,25924.786631831063,20929.562205042716,16210.516031213638,12192.53893301344,8885.168944451127,6228.134364169468,3965.8115109920896,1952.978427500751,0.0
